Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,released_amount_imputed
509,UT09899,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,0.0,0.0,recommended,180,2024-01-10,2024-07-08,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
510,BI10411,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,0.0,recommended,270,2024-07-10,2025-04-06,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
511,UT10435,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,0.0,0.0,recommended,90,2024-11-19,2025-02-17,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,False
512,KA10574,Belagavi Constituency,Belagavi,Karnataka,1500000,0.0,0.0,recommended,270,2024-03-28,2024-12-23,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
513,TA09987,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,469235.92,sanctioned,730,2024-05-27,2026-05-27,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,False
514,MA09070,Pune Constituency,Pune,Maharashtra,1000000,1000000.0,418644.46,completed,180,2024-03-21,2024-09-17,2024-12-27,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
515,WE09135,Howrah Constituency,Howrah,West Bengal,2000000,2000000.0,1872668.98,completed,270,2023-04-09,2024-01-04,2024-03-20,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
516,BI09102,Gaya Constituency,Gaya,Bihar,2000000,2000000.0,1744094.64,stalled,365,2023-01-21,2024-01-21,,Zilla Parishad,drinking water,61.3,synthetic,sample_projects_synthetic.csv,False
518,UT09234,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,200000.0,164491.51,ongoing,90,2024-06-26,2024-09-24,,Jal Nigam,irrigation,40.5,synthetic,sample_projects_synthetic.csv,False
519,KE09335,Ernakulam Constituency,Ernakulam,Kerala,2000000,0.0,0.0,recommended,90,2024-10-10,2025-01-08,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,False
520,MA09232,Pune Constituency,Pune,Maharashtra,300000,150000.0,71125.24,stalled,545,2023-05-28,2024-11-23,,Rural Dev Dept,sanitation,27.3,synthetic,sample_projects_synthetic.csv,False
521,KE10242,Ernakulam Constituency,Ernakulam,Kerala,750000,375000.0,138750.0,stalled,90,2023-12-06,2024-03-05,,Jal Nigam,school,14.8,synthetic,sample_projects_synthetic.csv,False
522,RA09130,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,1000000.0,540000.0,ongoing,730,2023-02-17,2025-02-16,,PWD,electricity,70.5,synthetic,sample_projects_synthetic.csv,False
523,MA10403,Pune Constituency,Pune,Maharashtra,200000,140000.0,121223.99,completed,545,2024-11-06,2026-05-05,2026-07-10,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,True
524,KA09470,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,300000.0,260019.3,ongoing,730,2023-07-01,2025-06-30,,Jal Nigam,community hall,52.1,synthetic,sample_projects_synthetic.csv,False
525,MA09926,Pune Constituency,Pune,Maharashtra,200000,100000.0,90614.39,ongoing,90,2023-10-19,2024-01-17,,Rural Dev Dept,drinking water,73.7,synthetic,sample_projects_synthetic.csv,False
526,KA09040,Belagavi Constituency,Belagavi,Karnataka,200000,100000.0,90191.04,completed,90,2024-05-07,2024-08-05,2025-01-29,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
527,AN10476,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,347872.17,sanctioned,90,2024-03-19,2024-06-17,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
528,WE10243,Howrah Constituency,Howrah,West Bengal,500000,250000.0,110949.96,stalled,730,2023-08-30,2025-08-29,,Jal Nigam,drinking water,13.7,synthetic,sample_projects_synthetic.csv,False
529,UT10470,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,150000.0,117264.27,completed,365,2024-07-26,2025-07-26,2025-10-18,Zilla Parishad,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
530,KA10004,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,300000.0,240000.0,stalled,545,2023-07-22,2025-01-17,,Jal Nigam,community hall,10.2,synthetic,sample_projects_synthetic.csv,False
531,TA09863,Chennai Constituency,Chennai,Tamil Nadu,750000,375000.0,270101.17,completed,90,2023-03-09,2023-06-07,2023-06-13,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
532,AN09640,Krishna Constituency,Krishna,Andhra Pradesh,1000000,1000000.0,920132.81,stalled,365,2023-01-19,2024-01-19,,Jal Nigam,electricity,10.1,synthetic,sample_projects_synthetic.csv,False
536,RA10090,Jodhpur Constituency,Jodhpur,Rajasthan,500000,0.0,0.0,recommended,730,2024-06-10,2026-06-10,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
538,BI09224,Patna Constituency,Patna,Bihar,300000,150000.0,137307.92,ongoing,730,2023-12-14,2025-12-13,,Jal Nigam,sanitation,62.9,synthetic,sample_projects_synthetic.csv,False
540,WE10303,Kolkata Constituency,Kolkata,West Bengal,2000000,0.0,0.0,recommended,365,2023-08-21,2024-08-20,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
541,RA09302,Jaipur Constituency,Jaipur,Rajasthan,2000000,2000000.0,1826778.18,completed,90,2024-04-25,2024-07-24,2024-12-06,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,False
543,UT10053,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,500000.0,405000.0,stalled,270,2023-05-22,2024-02-16,,PWD,community hall,93.5,synthetic,sample_projects_synthetic.csv,False
545,BI09964,Patna Constituency,Patna,Bihar,750000,0.0,0.0,recommended,270,2024-05-02,2025-01-27,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
546,UT09591,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,316524.48,stalled,90,2023-09-22,2023-12-21,,Rural Dev Dept,electricity,44.2,synthetic,sample_projects_synthetic.csv,False
549,WE09156,Kolkata Constituency,Kolkata,West Bengal,1000000,500000.0,302900.74,sanctioned,180,2023-06-02,2023-11-29,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
550,TA09588,Madurai Constituency,Madurai,Tamil Nadu,1000000,1000000.0,634264.89,sanctioned,90,2023-10-04,2024-01-02,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
552,BI10597,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,0.0,0.0,recommended,180,2024-07-18,2025-01-14,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
553,BI09239,Patna Constituency,Patna,Bihar,300000,300000.0,258247.03,stalled,180,2023-06-14,2023-12-11,,Zilla Parishad,irrigation,33.7,synthetic,sample_projects_synthetic.csv,False
555,RA09428,Jaipur Constituency,Jaipur,Rajasthan,500000,500000.0,239494.78,ongoing,730,2023-07-22,2025-07-21,,PWD,community hall,43.2,synthetic,sample_projects_synthetic.csv,False
556,KA10218,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,73856.78,stalled,90,2024-12-01,2025-03-01,,PWD,sanitation,75.4,synthetic,sample_projects_synthetic.csv,False
557,MA09844,Pune Constituency,Pune,Maharashtra,200000,200000.0,111065.78,stalled,180,2023-10-16,2024-04-13,,Rural Dev Dept,school,25.1,synthetic,sample_projects_synthetic.csv,False
558,KA09865,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,200000,100000.0,76768.67,stalled,365,2023-08-25,2024-08-24,,Rural Dev Dept,sanitation,28.8,synthetic,sample_projects_synthetic.csv,False
560,KA10150,Mysuru Constituency,Mysuru,Karnataka,200000,200000.0,140428.91,stalled,730,2024-07-06,2026-07-06,,Zilla Parishad,drinking water,11.7,synthetic,sample_projects_synthetic.csv,False
561,BI09083,Patna Constituency,Patna,Bihar,300000,300000.0,274342.87,completed,90,2024-01-04,2024-04-03,2024-06-12,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
562,BI10200,Patna Constituency,Patna,Bihar,1500000,1500000.0,1482677.47,stalled,270,2023-12-02,2024-08-28,,Jal Nigam,irrigation,35.6,synthetic,sample_projects_synthetic.csv,False
564,MA10228,Pune Constituency,Pune,Maharashtra,300000,150000.0,79500.0,ongoing,270,2023-09-28,2024-06-24,,Jal Nigam,electricity,19.6,synthetic,sample_projects_synthetic.csv,False
566,KA10212,Belagavi Constituency,Belagavi,Karnataka,300000,150000.0,137153.54,stalled,90,2023-04-29,2023-07-28,,Rural Dev Dept,school,26.9,synthetic,sample_projects_synthetic.csv,False
569,UT09386,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,0.0,0.0,recommended,365,2023-11-14,2024-11-13,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
570,MA09501,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,616223.81,ongoing,365,2024-11-25,2025-11-25,,Zilla Parishad,electricity,22.2,synthetic,sample_projects_synthetic.csv,False
571,BI09410,Patna Constituency,Patna,Bihar,1500000,1500000.0,930000.0,completed,90,2023-03-03,2023-06-01,2023-12-03,PWD,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
572,TA09803,Coimbatore Constituency,Coimbatore,Tamil Nadu,300000,300000.0,224989.93,stalled,730,2023-03-17,2025-03-16,,Zilla Parishad,sanitation,17.1,synthetic,sample_projects_synthetic.csv,False
573,KA10129,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,200000,100000.0,93321.25,stalled,90,2024-11-08,2025-02-06,,Zilla Parishad,drinking water,63.2,synthetic,sample_projects_synthetic.csv,False
574,WE09422,Kolkata Constituency,Kolkata,West Bengal,1500000,1500000.0,883658.37,stalled,365,2023-03-11,2024-03-10,,PWD,school,31.3,synthetic,sample_projects_synthetic.csv,False
575,MA10182,Nagpur Constituency,Nagpur,Maharashtra,1500000,1050000.0,336276.93,stalled,730,2023-12-30,2025-12-29,,Jal Nigam,sanitation,73.4,synthetic,sample_projects_synthetic.csv,True
576,KE09043,Kozhikode Constituency,Kozhikode,Kerala,750000,750000.0,592894.18,sanctioned,730,2023-11-30,2025-11-29,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
577,RA09750,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,108000.0,ongoing,90,2024-06-24,2024-09-22,,Rural Dev Dept,sanitation,16.5,synthetic,sample_projects_synthetic.csv,False
578,MA10189,Pune Constituency,Pune,Maharashtra,200000,200000.0,134987.71,stalled,730,2023-07-18,2025-07-17,,Jal Nigam,drinking water,21.4,synthetic,sample_projects_synthetic.csv,False
579,RA09828,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,1000000.0,954147.32,completed,270,2024-03-06,2024-12-01,2024-12-31,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
580,AN10368,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,2000000.0,1853997.96,ongoing,270,2024-10-08,2025-07-05,,Rural Dev Dept,electricity,90.6,synthetic,sample_projects_synthetic.csv,False
582,UT09133,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,585768.19,ongoing,730,2023-09-11,2025-09-10,,Zilla Parishad,irrigation,74.4,synthetic,sample_projects_synthetic.csv,False
587,AN09871,Guntur Constituency,Guntur,Andhra Pradesh,500000,0.0,0.0,recommended,90,2023-04-13,2023-07-12,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
588,RA09632,Jaipur Constituency,Jaipur,Rajasthan,300000,0.0,0.0,recommended,545,2024-04-30,2025-10-27,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
589,MA10040,Nagpur Constituency,Nagpur,Maharashtra,2000000,2000000.0,1804388.86,stalled,365,2023-02-12,2024-02-12,,Zilla Parishad,school,75.5,synthetic,sample_projects_synthetic.csv,False
591,UT09855,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,0.0,0.0,recommended,545,2024-09-03,2026-03-02,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
592,RA09527,Jaipur Constituency,Jaipur,Rajasthan,750000,0.0,0.0,recommended,545,2024-10-20,2026-04-18,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
593,AN10487,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,750000.0,441519.7,completed,180,2023-01-21,2023-07-20,2023-12-22,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
594,BI10281,Patna Constituency,Patna,Bihar,300000,300000.0,297307.36,ongoing,545,2024-06-08,2025-12-05,,Zilla Parishad,road,50.4,synthetic,sample_projects_synthetic.csv,False
597,AN09123,Guntur Constituency,Guntur,Andhra Pradesh,200000,200000.0,182337.59,sanctioned,180,2023-06-21,2023-12-18,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
598,AN10431,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,750000.0,691828.21,completed,270,2024-01-02,2024-09-28,2025-04-04,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
599,KA09228,Belagavi Constituency,Belagavi,Karnataka,200000,0.0,0.0,recommended,270,2024-06-08,2025-03-05,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
601,MA10293,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,576159.04,stalled,90,2024-04-27,2024-07-26,,Zilla Parishad,community hall,90.2,synthetic,sample_projects_synthetic.csv,False
602,MA09615,Pune Constituency,Pune,Maharashtra,200000,200000.0,129164.68,stalled,90,2023-04-18,2023-07-17,,Rural Dev Dept,community hall,66.2,synthetic,sample_projects_synthetic.csv,False
603,RA09794,Jaipur Constituency,Jaipur,Rajasthan,2000000,2000000.0,1567130.27,sanctioned,270,2024-10-25,2025-07-22,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
604,WE10261,Howrah Constituency,Howrah,West Bengal,300000,300000.0,237231.16,sanctioned,730,2024-04-29,2026-04-29,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
607,AN10143,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,750000,0.0,0.0,recommended,90,2024-08-08,2024-11-06,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
608,BI09852,Patna Constituency,Patna,Bihar,750000,750000.0,579069.43,completed,545,2024-03-04,2025-08-31,2025-11-25,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,False
609,KE10220,Ernakulam Constituency,Ernakulam,Kerala,1000000,1000000.0,954187.66,ongoing,730,2023-01-13,2025-01-12,,Zilla Parishad,road,52.5,synthetic,sample_projects_synthetic.csv,False
610,KE09997,Kozhikode Constituency,Kozhikode,Kerala,1000000,1000000.0,570951.83,stalled,545,2023-10-06,2025-04-03,,Jal Nigam,drinking water,12.6,synthetic,sample_projects_synthetic.csv,False
611,WE10191,Kolkata Constituency,Kolkata,West Bengal,500000,0.0,0.0,recommended,545,2023-08-27,2025-02-22,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
613,UT09356,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,1000000.0,857265.59,sanctioned,730,2024-06-09,2026-06-09,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
614,KA09085,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,300000.0,227143.65,sanctioned,365,2023-03-08,2024-03-07,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
617,UT09508,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,150000.0,111000.0,stalled,365,2023-01-23,2024-01-23,,PWD,sanitation,66.3,synthetic,sample_projects_synthetic.csv,False
618,RA09684,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,161366.38,completed,90,2023-08-12,2023-11-10,2024-04-19,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
619,AN09205,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,307712.85,completed,180,2024-08-29,2025-02-25,2025-04-05,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,False
621,UT10047,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,586309.59,ongoing,730,2023-11-21,2025-11-20,,Zilla Parishad,sanitation,86.6,synthetic,sample_projects_synthetic.csv,False
622,TA09609,Chennai Constituency,Chennai,Tamil Nadu,2000000,1000000.0,910884.86,completed,545,2023-08-02,2025-01-28,2025-03-05,Zilla Parishad,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
625,KE10210,Kozhikode Constituency,Kozhikode,Kerala,500000,0.0,0.0,recommended,270,2023-08-31,2024-05-27,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
628,UT09821,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,1000000.0,741603.36,completed,730,2024-07-26,2026-07-26,2026-08-09,Rural Dev Dept,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
629,TA09301,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,1500000.0,870000.0,sanctioned,270,2023-07-11,2024-04-06,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
630,BI09981,Patna Constituency,Patna,Bihar,200000,100000.0,61044.4,sanctioned,180,2023-02-06,2023-08-05,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
631,TA09578,Madurai Constituency,Madurai,Tamil Nadu,1500000,1500000.0,697164.46,sanctioned,90,2024-08-26,2024-11-24,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
632,BI09924,Gaya Constituency,Gaya,Bihar,1000000,0.0,0.0,recommended,730,2023-06-19,2025-06-18,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
633,MA09829,Nagpur Constituency,Nagpur,Maharashtra,500000,0.0,0.0,recommended,180,2024-04-17,2024-10-14,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
634,KA09946,Mysuru Constituency,Mysuru,Karnataka,1500000,0.0,0.0,recommended,365,2024-05-10,2025-05-10,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
635,KA09765,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,419986.01,stalled,180,2024-08-30,2025-02-26,,Zilla Parishad,sanitation,45.2,synthetic,sample_projects_synthetic.csv,False
636,TA09868,Madurai Constituency,Madurai,Tamil Nadu,500000,250000.0,181529.07,ongoing,365,2023-10-20,2024-10-19,,Jal Nigam,drinking water,29.8,synthetic,sample_projects_synthetic.csv,False
637,KA10636,Mysuru Constituency,Mysuru,Karnataka,2000000,0.0,0.0,recommended,270,2024-08-29,2025-05-26,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
638,UT09426,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,1000000.0,590107.28,stalled,365,2023-06-28,2024-06-27,,Zilla Parishad,road,39.8,synthetic,sample_projects_synthetic.csv,False
642,UT10478,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,200000.0,150560.03,completed,365,2023-12-30,2024-12-29,2025-03-13,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,False
643,MA10168,Pune Constituency,Pune,Maharashtra,750000,375000.0,169042.68,ongoing,545,2023-04-20,2024-10-16,,PWD,road,24.1,synthetic,sample_projects_synthetic.csv,False
644,AN09947,Guntur Constituency,Guntur,Andhra Pradesh,200000,200000.0,91607.94,sanctioned,90,2024-11-20,2025-02-18,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
646,WE10126,Kolkata Constituency,Kolkata,West Bengal,200000,0.0,0.0,recommended,730,2023-03-21,2025-03-20,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
647,BI09695,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,1335000.0,ongoing,545,2024-03-27,2025-09-23,,PWD,road,64.9,synthetic,sample_projects_synthetic.csv,False
648,MA09502,Nagpur Constituency,Nagpur,Maharashtra,300000,150000.0,88451.5,sanctioned,180,2023-03-25,2023-09-21,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
649,AN10123,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,300000.0,250103.15,completed,270,2023-01-24,2023-10-21,2023-09-22,PWD,school,100.0,synthetic,sample_projects_synthetic.csv,False
650,RA10171,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,0.0,0.0,recommended,90,2023-01-16,2023-04-16,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
651,AN09007,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,155970.76,stalled,545,2024-05-16,2025-11-12,,Rural Dev Dept,school,68.9,synthetic,sample_projects_synthetic.csv,False
653,UT09379,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,2000000.0,929101.4,sanctioned,545,2023-07-03,2024-12-29,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
654,TA10131,Coimbatore Constituency,Coimbatore,Tamil Nadu,300000,300000.0,129000.0,stalled,730,2023-01-15,2025-01-14,,Jal Nigam,sanitation,55.2,synthetic,sample_projects_synthetic.csv,False
